Sample,x,y
1,459.54,-33.421062
1,460.92,-33.300201
1,462.3,-33.183731
1,463.68,-33.06715
1,465.06,-32.949093
1,466.44,-32.837273
1,467.82,-32.747692
1,469.2,-36.610924
1,470.58,-38.311634
1,471.96,-39.415508
1,473.34,-39.920288
1,474.72,-40.913696
1,476.1,-41.802975
1,477.48,-42.955208
1,478.86,-43.050545
1,480.24,-42.890766
1,481.62,-40.431881
1,483,-41.0723
1,484.38,-41.350838
1,485.76,-41.402016
1,487.14,-41.309124
1,488.52,-41.133656
1,489.9,-40.942673
1,491.28,-40.835941
1,492.66,-40.983299
1,494.04,-41.79512
1,495.42,-45.238518
1,496.8,-46.97641
1,498.18,-51.088623
1,499.56,-53.298092
1,500.94,-54.1633
1,502.32,-52.691544
1,503.7,-50.537094
1,505.08,-47.147903
1,506.46,-43.219315
1,507.84,-38.719044
1,509.22,-34.919209
1,510.6,-30.845114
1,511.98,-27.242935
1,513.36,-23.404169
1,514.74,-20.394819
1,516.12,-16.362135
1,517.5,-12.975638
1,518.88,-8.970226
1,520.26,-5.037924
1,521.64,-0.54711
1,523.02,2.092352
1,524.4,1.931839
1,525.78,1.581318
1,527.16,5.561232
1,528.54,11.61445
1,529.92,18.62454
1,531.3,24.422218
1,532.68,30.565403
1,534.06,35.349125
1,535.44,37.752644
1,536.82,38.821205
1,538.2,39.187149
1,539.58,40.624847
1,540.96,40.319138
1,542.34,39.884415
1,543.72,39.435043
1,545.1,39.023933
1,546.48,38.65905
1,547.86,38.334015
1,549.24,38.04776
1,550.62,37.798073
1,552,37.588371
1,553.38,37.434639
1,554.76,37.356346
1,556.14,37.373138
1,557.52,37.506882
1,558.9,37.787018
1,560.28,38.236137
1,561.66,38.858246
1,563.04,39.620041
1,564.42,40.471687
1,565.8,41.388504
1,567.18,42.293762
1,568.56,43.104866
1,569.94,43.877945
1,571.32,44.692924
1,572.7,45.522148
1,574.08,46.234474
1,575.46,46.781265
1,576.84,47.113937
1,578.22,47.247192
1,579.6,47.231567
1,580.98,47.120438
1,582.36,46.962082
1,583.74,46.798882
1,585.12,46.667297
1,586.5,46.596397
1,587.88,46.608582
1,589.26,23.855307
1,590.64,13.387016
1,592.02,5.83882
1,593.4,1.304368
1,594.78,-11.24646
1,596.16,-16.650616
1,597.54,-13.894113
1,598.92,-23.421848
1,600.3,-23.228828
1,601.68,-25.895153
1,603.06,-28.82914
1,604.44,-28.465664
1,605.82,-23.139315
1,607.2,-18.630604
1,608.58,-13.791061
1,609.96,-8.057613
1,611.34,-0.912476
1,612.72,-1.063934
1,614.1,-1.190666
1,615.48,-1.277573
1,616.86,-1.316597
1,618.24,-1.290779
1,619.62,-1.166794
1,621,-3.314772
1,622.38,-4.982272
1,623.76,-6.368602
1,625.14,-8.875886
